bodyType,color,description,engine,engineDisplacement,enginePower,fuelType,equipment_dict,mileage,card_type,brand,model_name,model_name2,name,datetime,parsing_unixtime,productionDate,sell_id,vehicleTransmission,Владельцы,Владение,ПТС,Привод,Руль,Состояние,Таможня,price
седан,серый,"Продаю G -ху в достойном состоянии , владею машиной 1,5 года. За полтора года : - была заменена АКПП на контрактную ( пробег 50 т. км ) - замена передних фар на новые-замена помпы . Проводилось своевременное ТО : - замена масла каждые 7 т. км.- своевременная замена колодок-  замена всех фильтров . В машине стоит отличная штатная музыка BOSE , климат контроль на три зоны , электрическая регулировка сидений , память сидений, электрическая регулировка руля .Технически машина в отличном состоянии . Есть недочеты по кузову которые легко устраняются . Соответствующая цена ... звоните в любое время , подробнее расскажу по телефону .Торг ,  Обмен на чайзер 100.",3.5 л / 315 л.с. / Бензин,3.5 л , 315 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hURLekpmsCiMrdNymSTUriIdnWDkZNLG8Pm4vGgNoaDdfqeRdmG8ZyCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 280000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'G35', 'modelName': 'G', 'power': 315, 'price': 560000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2007}",280 000 км,Б/у,Infiniti,G,IV,G35 3.5 AT (315 л.с.) 4WD,2021-05-12 02:13:21.862641+03:00,1620774801,2007,№ 1102366243,автоматическая,3 или более,,Дубликат,полный,Левый,Не требует ремонта,Растаможен,560 000 ₽
купе,серый,"Звоните,спрашивайте)ТоргЦену менять не буду,если вдруг машина понравилась звоните,предлагайте свои варианты по поводу цены,я подумаю,звоните сразу,лето скоро,машина готова!В конце мая переезжаю,поэтому маштну будет до конца мая,потом скорее всего сниму с продажи и уеду на ней)",3.5 л / 284 л.с. / Бензин,3.5 л , 284 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hUQLuwrmsCiZeIcmmqTV7iFJnXRxJIRRc6wv6b4OYLUIa2WRYPf_JSCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 185000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'G35', 'modelName': 'G', 'power': 284, 'price': 900000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2003}",185 000 км,Б/у,Infiniti,G,III,G35 3.5 AT (284 л.с.),2021-05-12 02:13:22.682346+03:00,1620774802,2003,№ 1102027128,автоматическая,3 или более,,Оригинал,задний,Левый,Не требует ремонта,Растаможен,900 000 ₽
седан,серебристый,"Продам своего Infiniti G35x sportЕсть не до чёты по кузову на фото видно, спосибо бывшему... машина на хорошем ходу. По двигателю и коробке нареканий нет. Диски хорошие двух составные но нужно подшаманить. Крыша перешита настоящей альконтарой, не китайской! По птс 3 хозяина на деле 2.Цена за срочность!2-а режима памяти (зеркал, сидений и руля)Когда садитесь и заводите машину он пододвигает сиденья и руль, когда выходите он отодвигает сидушку и поднимает руль.Чёрная кожа, серебряные вставки.Машина сел и поехал. Помощь в продаже - не требуется, в салон - не поставлю, не тратьте мое и свое время.Обмен только с вашей доплатой! На обмен дороже.Ограничение на 9 т. За 2018 г всплыли.Торг разумный. За 400 и меньше не отдам, можете даже не звонить Учёт только московский, армянский, Абхазский и ещё другой любой не интересен. Машина нужна с нормальными ровными документами!",3.5 л / 315 л.с. / Бензин,3.5 л , 315 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4470305/bafeca6b6bd0e41cca45ae29b124c1f1/1200x900', 'km-age': 205000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'G35', 'modelName': 'G', 'power': 315, 'price': 555000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2008}",205 000 км,Б/у,Infiniti,G,IV,G35 3.5 AT (315 л.с.) 4WD,2021-05-12 02:13:23.864914+03:00,1620774803,2008,№ 1091152198,автоматическая,3 или более,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,555 000 ₽
внедорожник 5 дв.,золотистый,"Продается автомобиль в идеальном состоянии, не крашенная,  не битая,  мотор масло не жрет, подвеска целая, автомобиль мой оформлен на бабушку часто в центр езжу что бы парковка по инвалидности была. По факту 3 хозяина, обслуживалась всегда в одном сервисе все  данные можно поднять. Любые  проверки, приезжайте смотрите.",3.7 л / 333 л.с. / Бензин,3.7 л , 333 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4376533/c1b30da5d048e3110dcc485d12db0eeb/1200x900', 'km-age': 157150, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'FX', 'modelName': 'FX', 'power': 333, 'price': 1200000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2010}",157 150 км,Б/у,Infiniti,FX,II (S51),FX37 3.7 AT (333 л.с.) 4WD,2021-05-12 02:13:24.539679+03:00,1620774804,2010,№ 1102889428,автоматическая,3 или более,1 год и 8 месяцев,Дубликат,полный,Левый,Не требует ремонта,Растаможен,1 200 000 ₽
внедорожник 5 дв.,белый,"Автомобиль беспроблемный. технически полностью обслужен Двигатель масло не ест. (от ТО до ТО уровень не падает).Коробка не дергает и не пинается при езде. (Масло в коробке менялось согласно регламенту) Пробег родной не скрученный.(всё время ездит только девушка).  Салон чёрная кожа, потолок полностью обшит  чёрной алькантарой. В салоне никто никогда не курил. Музыка BOSE. Машина продаётся ввиду отсутствия необходимости в будущем. Обмен не интересует. Автосалоны и перекупы не тратьте моё и своё время, пожалуйста !!! Продаю машину сам!!!Если не отвечаю, пишите. Я перезвоню ! Торг возможен , но аргументированный !",3.7 л / 333 л.с. / Бензин,3.7 л , 333 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hQYL-4tn8CiOeIfzWPGBOXUICTXwJMYR8Szs6D_bIOHI6yRQtbaqM-CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 183000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'FX', 'modelName': 'FX', 'power': 333, 'price': 1200000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2010}",183 000 км,Б/у,Infiniti,FX,II (S51),FX37 3.7 AT (333 л.с.) 4WD,2021-05-12 02:13:25.569039+03:00,1620774805,2010,№ 1101888101,автоматическая,1 владелец,,Дубликат,полный,Левый,Не требует ремонта,Растаможен,1 200 000 ₽
седан,чёрный,,2.0 л / 211 л.с. / Бензин,2.0 л , 211 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/1986413/dd14781c1f474355872c714de28c59d0/1200x900', 'km-age': 150000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'Q50', 'modelName': 'Q50', 'power': 211, 'price': 1350000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2014}",150 000 км,Б/у,Infiniti,Q50,I,2.0 AT (211 л.с.),2021-05-12 02:13:26.231775+03:00,1620774806,2014,№ 1102527787,автоматическая,2 владельца,,Оригинал,задний,Левый,Не требует ремонта,Растаможен,1 350 000 ₽
седан,чёрный,"Авто в хорошем техническом состоянии!! Реальный пробег! Я - третий владелец. Полный привод.. Авто куплено в конце декабря 2013.. Своевременное ТО. Сервисная книжка, ПТС Оригинал, все комплеты ключей.. Любые проверки за Ваш счет.. В Салоны и Прочие Площадки (аукционы и тд) - НЕ ПОСТАВЛЮ !!!!!!! Эксплуатирую Авто ежедневно!!! Просмотр по Договоренности.. ",3.7 л / 333 л.с. / Бензин,3.7 л , 333 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hUQKOEtksmiYbsVzWLAA-yHdCGHnJAaEJfjtfara9LSI_qTRtHcrc6CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 180000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'M', 'modelName': 'M', 'power': 333, 'price': 1000000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2013}",180 000 км,Б/у,Infiniti,M,IV,M37 3.7 AT (333 л.с.) 4WD,2021-05-12 02:13:27.082245+03:00,1620774807,2013,№ 1100248534,автоматическая,3 или более,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 000 000 ₽
внедорожник 5 дв.,чёрный,,3.5 л / 302 л.с. / Бензин,3.5 л , 302 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hURKuArmM2iZLEazGHICL-GLHfVxsYcFJLl4fD8bIHScKvFQoTa-MmCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 163000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'EX', 'modelName': 'EX', 'power': 302, 'price': 820000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2008}",163 000 км,Б/у,Infiniti,EX,I (J50),EX35 3.5 AT (302 л.с.) 4WD,2021-05-12 02:13:27.725105+03:00,1620774807,2008,№ 1094685586,автоматическая,3 или более,1 год и 10 месяцев,Оригинал,полный,Левый,Не требует ремонта,Растаможен,820 000 ₽
седан,серебристый,"Автoмобиль Инфинити м37х. Пpобeг 191000км, 3.7 АТ, бензин, полный привoд, сeдан, лeвый руль, Koмплектaция: сaмaя пoлнaя, 333 л.c AВS антиблокиpoвочная тормознaя система, СD/МР3-пpoигpывaтель DVD - в пеpеди и в подголовниках  - 2 мониторa, ESРcистeма курcовoй устoйчивoсти, cиcтема cлепыx зoн и считывaния разделительных полоc. Бортовой компьютер, Датчик света, Задние сидения: С подогревом, Защита картера, Зеркала заднего вида: С подогревом электроприводом и механизмом складывания, подогрев лобового стекла. Иммобилайзер, Камера заднего вида с монитором, адаптивный Круиз-контроль, Ксеноновые фары, Люк, Навигационная система, Обивка салона кожа чёрная,Омыватель фар, Передние сидения: С подогревом и вентиляцией, Подушки безопасности: Фронтальные боковые шторки, Противотуманные фары, Регулировка сиденья водителя, Регулировка сиденья пассажира, Система бесключевого доступа в автомобиль, Система бесключевого запуска двигателя, Тонировка стекол, Усилитель руля, Цвет салона черный,Центральный замок, Электропривод сидений, Датчики парковки: Передние и задние, Климат-контроль: 2-зонный, Регулировка руля: электро, Электро стеклоподъемники: Все, Колеса - Основной комплект: Легкосплавные диски, летняя резина 245/50/R18, + зимняя резина. Полный привод.По факту 2 владельца!!!Приобретался в2011году!Проведено ТО  Отличное состояние не битая. Торг.Вложений не требует!Осмотр автомобиля М. РАССКАЗОВКА. ",3.7 л / 333 л.с. / Бензин,3.7 л , 333 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2062230/aa2f4db613c0c837f374a0be3a9d4bf3/1200x900', 'km-age': 191000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'M', 'modelName': 'M', 'power': 333, 'price': 1100000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2011}",191 000 км,Б/у,Infiniti,M,IV,M37 3.7 AT (333 л.с.) 4WD,2021-05-12 02:13:28.450209+03:00,1620774808,2011,№ 1096859094,автоматическая,3 или более,,Дубликат,полный,Левый,Не требует ремонта,Растаможен,1 100 000 ₽
внедорожник 5 дв.,коричневый,"Автомобиль технически в отличном состоянии. По мотору работает ровно, не дымит, масложора нет. Коробка мягко и плавно переключает. По подвеске почти все поменяно ( новые передние рычаги, втулки стабилизатора, стойки стабилизатора, заменены амортизаторы, ступичные задние новые) это из того что помню. Салон в хорошем состоянии, все электрорегулировки исправны на торпеде есть небольшие вздутия. Ошибки на приборке не горят. По кузову так же без особых нареканий, в ДТП не участвовал, есть несколько окрасов, но они косметические, в целом все отлично выглядит. Штрафов и ограничений нет, налоги все оплачены, документы на руках. Готов на проверки за Ваш счет. Торг у капота. ",3.5 л / 280 л.с. / Бензин,3.5 л , 280 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4581701/f7c296e704446bde994221713cd6be4e/1200x900', 'km-age': 317000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'FX', 'modelName': 'FX', 'power': 280, 'price': 600000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2006}",317 000 км,Б/у,Infiniti,FX,I (S50) Рестайлинг,FX35 3.5 AT (280 л.с.) 4WD,2021-05-12 02:13:29.157228+03:00,1620774809,2006,№ 1102750929,автоматическая,3 или более,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,600 000 ₽
внедорожник 5 дв.,серый,Все вопроси по телефону. ,3.5 л / 280 л.с. / Бензин,3.5 л , 280 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/1960172/3135115a7747d54d3705900091cb3045/1200x900', 'km-age': 256000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'FX', 'modelName': 'FX', 'power': 280, 'price': 605000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2006}",256 000 км,Б/у,Infiniti,FX,I (S50) Рестайлинг,FX35 3.5 AT (280 л.с.) 4WD,2021-05-12 02:13:29.943175+03:00,1620774809,2006,№ 1102162455,автоматическая,3 или более,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,605 000 ₽
седан,серый,"Американка. Продаю свою машину, оформлена на меня. Владею 2 года, я третий хозяин. ПТС оригинал,есть косметический окрас, всё железо родное. В отличном состоянии, всё работает. Очень хорошая комплектация (bose с колонками в сидениях, активным круиз контролем, адаптивный свет, система контроля полосы и тд).",3.5 л / 280 л.с. / Бензин,3.5 л , 280 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMSLuAuk8GiZrFKzDfIUu-IdyOClsIdE5Wzv6CrbdPUJ_GeE9ja8ZqCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 225000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'M', 'modelName': 'M', 'power': 280, 'price': 650000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2005}",225 000 км,Б/у,Infiniti,M,III,M35 3.5 AT (280 л.с.) 4WD,2021-05-12 02:13:30.797427+03:00,1620774810,2005,№ 1102709357,автоматическая,3 или более,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,650 000 ₽
внедорожник 5 дв.,белый,"Состояние двигателя, коробки, подвески, элетроники и салона отличное. По кузову есть коцки на переднем бампере, крашено правое переднее крыло, задели на парковке, фото могу показать при осмотре. Все остальное в заводской краске. Комплектация: адаптивные фары, багажник с электроприводом, вентиляция и подогрев сидений, активный круиз, блютус, сенсорный монитор, бесключевой доступ, 4 камеры для кругового обзора. Дополнительно установлен мультилок на коробку, элетронная метка, омыватель задней камеры, полностью диодные задние фонари, ксенон в противотуманках. Рейлинги снимал сам, лежат в гараже, отдам вместе с машиной, можно установить на место за 15 минут. Из недостатков: не работает складывание правого зеркала. Все остальные опции и функции работают отлично. Летняя резина имеется. Я воторой собственник, владею машиной 2,5 года. Птс оригинал. В автосалон не поставлю, на осмотр не выезжаю! ТОРГА НЕТ! ",3.7 л / 333 л.с. / Бензин,3.7 л , 333 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4365524/5ca4193cf829360b1b1b4de8bd203f78/1200x900', 'km-age': 158000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'FX', 'modelName': 'FX', 'power': 333, 'price': 1430000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2011}",158 000 км,Б/у,Infiniti,FX,II (S51),FX37 3.7 AT (333 л.с.) 4WD,2021-05-12 02:13:31.881117+03:00,1620774811,2011,№ 1102632077,автоматическая,2 владельца,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 430 000 ₽
внедорожник 5 дв.,фиолетовый,"Машина приобреталась в январе 2018г. через «Авто-подбор.рф». Не бита, не крашена. Все документы по ТО с 2012 г. в наличии",2.5 л / 222 л.с. / Бензин,2.5 л , 222 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4194271/9d1d46738d67681b42040e6fd2dde41e/1200x900', 'km-age': 120357, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'EX', 'modelName': 'EX', 'power': 222, 'price': 1450000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2012}",120 357 км,Б/у,Infiniti,EX,I (J50),EX25 2.5 AT (222 л.с.) 4WD,2021-05-12 02:13:32.782454+03:00,1620774812,2012,№ 1102355071,автоматическая,2 владельца,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 450 000 ₽
внедорожник 5 дв.,коричневый,"Гаражный номер: КД-13269-Р Автомобиль Infiniti FX 2010 года выпуска с пробегом 154876 км. На автомобиле выполнена полная техническая диагностика по 136 пунктам, проверка ЛКП кузова проведена специалистами, сертифицированными автопроизводителем.Автомобиль прошел предпродажную подготовку. Дополнительная  скидка и выгодные условия на кредит при обмене на ваш автомобиль! Звоните для расчета выгоды!!! Подбор комфортного и выгодного кредита.Зачет стоимости вашего автомобиля  в качестве первоначального взноса. Информация о продавце:     ГК БИЗНЕС КАР – сеть официальных дилерских центров Toyota и Lexus, принадлежащая японской корпорации Toyota Tsusho. Мы 30 лет в российском автобизнесе!!Для Вас :     - Юридическая прозрачность сделки    - Оплата нал / безнал.    - 100 % суммы из кассы в течение часа при выкупе Вашего автомобиля.    - 7 шоу - румов  Авто с пробегом и 10 официальных дилерских центров в Москве: выбирайте сразу несколько авто на одной площадке!  Звоните и приезжайте с 9 до 21:00 каждый день",3.7 л / 333 л.с. / Бензин,3.7 л , 333 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hMSK-kvksqiMrcZzmDCCeTVJHSLx8AYFc62vqauOtKEIfqfFNPcq86CEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 154876, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'FX', 'modelName': 'FX', 'power': 333, 'price': 1190000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2010}",154 876 км,Б/у,Infiniti,FX,II (S51),FX37 3.7 AT (333 л.с.) 4WD,2021-05-12 02:13:33.692281+03:00,1620774813,2010,№ 1103193241,автоматическая,3 или более,,Дубликат,полный,Левый,Не требует ремонта,Растаможен,1 190 000 ₽
внедорожник 5 дв.,коричневый,Своевременное обслуживание. Пройдены все ТО. Непрокуренный салон. Комплект летних шин в подарок. Комплект зимних шин в подарок. Причина продажи — смена на более просторный автомобиль. Куплена не в кредит.Автомобиль в идеальном состоянии. ,3.5 л / 302 л.с. / Бензин,3.5 л , 302 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hURJeAomMmiNbEeyTOXUr6CLSKLwMkcQpLnt6Gtb9GDIa6TQ4KNr5WCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 82800, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'EX', 'modelName': 'EX', 'power': 302, 'price': 1205000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2008}",82 800 км,Б/у,Infiniti,EX,I (J50),EX35 3.5 AT (302 л.с.) 4WD,2021-05-12 02:13:34.553609+03:00,1620774814,2008,№ 1093937184,автоматическая,2 владельца,3 года и 4 месяца,Оригинал,полный,Левый,Не требует ремонта,Растаможен,1 205 000 ₽
внедорожник 5 дв.,чёрный,".Машина в отличном состоянии. Всё работает, ничего не стучит, не скрипит, не капает. Коробка новая, аккумулятор новый. Мотор с пробегом 55000, прошит под евро 2, масло не кушает, катализаторы удалены, поставлены пламя гасители, профессионально. Лакокрасочные покрытия отл. Салон отлично. . Комплект зимней резины есть. Чек не горит. Расход, город 13-14, трасса при скорости 100-120км.ч.: 10,5л, -на 100км. Есть такие же, дешевле. Вы сначало посмотрите их, затем сравните и заберёте мою машину. Будете очень довольны. Есть пачка чеков с ОД Ниссан.Возможен обмен . Рассмотрю варианты. Салоны просьба не беспокоить, продам сам.",3.5 л / 280 л.с. / Бензин,3.5 л , 280 л.с. , Бензин,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/muw1x2723/0a4b9cL8fRgV/oZ2frms_h6gcJl5ssUk5CwzMNHHI9ac2dC48rBHql3CS2uKHG5WoX4-hQYLOgimMCiYrBPnDfBAe_SdyLQx8YREZezsfCob9KDcqrDFdaO8MuCEkvHRGU7Bvzy-yvFVCMWkxND3WKL_qFID2-tRfTZ4Hj0WeA_h1ay1kMAyciQakWanOai10qPxHOb0j-ayaz91GoSgTV6eFWD-d4s4UMKH7MJb81vouCCQk5vklz9sc9W4F3FOolQr-ByPvDchmw', 'km-age': 270000, 'mark': 'INFINITI', 'markName': 'Infiniti', 'model': 'FX', 'modelName': 'FX', 'power': 280, 'price': 660000, 'puid2': '3158', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2004}",270 000 км,Б/у,Infiniti,FX,I (S50),FX35 3.5 AT (280 л.с.) 4WD,2021-05-12 02:13:35.485580+03:00,1620774815,2004,№ 1102789575,автоматическая,3 или более,3 года и 8 месяцев,Оригинал,полный,Левый,Не требует ремонта,Растаможен,660 000 ₽
